Pokedex with Leading 0,Pokedex Name,Full Name,Prefix,Name,Suffix,Form,National Pokedex,Deck: 1 - 97,Rename,Regional Pokedex,Type,,Generation,Images pokemondb,Images pokedex,Images bulbapedia
503,Hisuian Samurott,Samurott Hisui,,Samurott,Hisui,,503,,503 - Samurott Hisui,009,Water,,V - Unova,https://img.pokemondb.net/artwork/large/samurott-hisui.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png,https://bulbapedia.bulbagarden.net/wiki/File:503Samurott-Hisui.png
504, Patrat,Patrat,,Patrat,,,504,,504 - Patrat,010,Normal,,V - Unova,https://img.pokemondb.net/artwork/large/patrat.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png,https://bulbapedia.bulbagarden.net/wiki/File:504Patrat.png
505, Watchog,Watchog,,Watchog,,,505,,505 - Watchog,011,Normal,,V - Unova,https://img.pokemondb.net/artwork/large/watchog.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png,https://bulbapedia.bulbagarden.net/wiki/File:505Watchog.png
506, Lillipup,Lillipup,,Lillipup,,,506,,506 - Lillipup,012,Normal,,V - Unova,https://img.pokemondb.net/artwork/large/lillipup.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png,https://bulbapedia.bulbagarden.net/wiki/File:506Lillipup.png
507, Herdier,Herdier,,Herdier,,,507,,507 - Herdier,013,Normal,,V - Unova,https://img.pokemondb.net/artwork/large/herdier.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png,https://bulbapedia.bulbagarden.net/wiki/File:507Herdier.png
508, Stoutland,Stoutland,,Stoutland,,,508,,508 - Stoutland,014,Normal,,V - Unova,https://img.pokemondb.net/artwork/large/stoutland.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png,https://bulbapedia.bulbagarden.net/wiki/File:508Stoutland.png
509, Purrloin,Purrloin,,Purrloin,,,509,,509 - Purrloin,015,Dark,,V - Unova,https://img.pokemondb.net/artwork/large/purrloin.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png,https://bulbapedia.bulbagarden.net/wiki/File:509Purrloin.png
510, Liepard,Liepard,,Liepard,,,510,,510 - Liepard,016,Dark,,V - Unova,https://img.pokemondb.net/artwork/large/liepard.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png,https://bulbapedia.bulbagarden.net/wiki/File:510Liepard.png
511, Pansage,Pansage,,Pansage,,,511,,511 - Pansage,017,Grass,,V - Unova,https://img.pokemondb.net/artwork/large/pansage.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png,https://bulbapedia.bulbagarden.net/wiki/File:511Pansage.png
512, Simisage,Simisage,,Simisage,,,512,,512 - Simisage,018,Grass,,V - Unova,https://img.pokemondb.net/artwork/large/simisage.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png,https://bulbapedia.bulbagarden.net/wiki/File:512Simisage.png
513, Pansear,Pansear,,Pansear,,,513,,513 - Pansear,019,Fire,,V - Unova,https://img.pokemondb.net/artwork/large/pansear.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png,https://bulbapedia.bulbagarden.net/wiki/File:513Pansear.png
514, Simisear,Simisear,,Simisear,,,514,,514 - Simisear,020,Fire,,V - Unova,https://img.pokemondb.net/artwork/large/simisear.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png,https://bulbapedia.bulbagarden.net/wiki/File:514Simisear.png
515, Panpour,Panpour,,Panpour,,,515,,515 - Panpour,021,Water,,V - Unova,https://img.pokemondb.net/artwork/large/panpour.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png,https://bulbapedia.bulbagarden.net/wiki/File:515Panpour.png
516, Simipour,Simipour,,Simipour,,,516,,516 - Simipour,022,Water,,V - Unova,https://img.pokemondb.net/artwork/large/simipour.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png,https://bulbapedia.bulbagarden.net/wiki/File:516Simipour.png
517, Munna,Munna,,Munna,,,517,,517 - Munna,023,Psychic,,V - Unova,https://img.pokemondb.net/artwork/large/munna.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png,https://bulbapedia.bulbagarden.net/wiki/File:517Munna.png
518, Musharna,Musharna,,Musharna,,,518,,518 - Musharna,024,Psychic,,V - Unova,https://img.pokemondb.net/artwork/large/musharna.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png,https://bulbapedia.bulbagarden.net/wiki/File:518Musharna.png
519, Pidove,Pidove,,Pidove,,,519,,519 - Pidove,025,Normal,Flying,V - Unova,https://img.pokemondb.net/artwork/large/pidove.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png,https://bulbapedia.bulbagarden.net/wiki/File:519Pidove.png
520, Tranquill,Tranquill,,Tranquill,,,520,,520 - Tranquill,026,Normal,Flying,V - Unova,https://img.pokemondb.net/artwork/large/tranquill.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png,https://bulbapedia.bulbagarden.net/wiki/File:520Tranquill.png
521,Female Unfezant,Unfezant Female,,Unfezant,Female,,521,,521 - Unfezant Female,027,Normal,Flying,V - Unova,https://img.pokemondb.net/artwork/large/unfezant-female.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png,https://bulbapedia.bulbagarden.net/wiki/File:521Unfezant-Female.png
521,Male Unfezant,Unfezant Male,,Unfezant,Male,,521,,521 - Unfezant Male,027,Normal,Flying,V - Unova,https://img.pokemondb.net/artwork/large/unfezant-male.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png,https://bulbapedia.bulbagarden.net/wiki/File:521Unfezant-Male.png
522, Blitzle,Blitzle,,Blitzle,,,522,,522 - Blitzle,028,Electric,,V - Unova,https://img.pokemondb.net/artwork/large/blitzle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png,https://bulbapedia.bulbagarden.net/wiki/File:522Blitzle.png
523, Zebstrika,Zebstrika,,Zebstrika,,,523,,523 - Zebstrika,029,Electric,,V - Unova,https://img.pokemondb.net/artwork/large/zebstrika.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png,https://bulbapedia.bulbagarden.net/wiki/File:523Zebstrika.png
524, Roggenrola,Roggenrola,,Roggenrola,,,524,,524 - Roggenrola,030,Rock,,V - Unova,https://img.pokemondb.net/artwork/large/roggenrola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png,https://bulbapedia.bulbagarden.net/wiki/File:524Roggenrola.png
525, Boldore,Boldore,,Boldore,,,525,,525 - Boldore,031,Rock,,V - Unova,https://img.pokemondb.net/artwork/large/boldore.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png,https://bulbapedia.bulbagarden.net/wiki/File:525Boldore.png
526, Gigalith,Gigalith,,Gigalith,,,526,,526 - Gigalith,032,Rock,,V - Unova,https://img.pokemondb.net/artwork/large/gigalith.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png,https://bulbapedia.bulbagarden.net/wiki/File:526Gigalith.png
527, Woobat,Woobat,,Woobat,,,527,,527 - Woobat,033,Psychic,Flying,V - Unova,https://img.pokemondb.net/artwork/large/woobat.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png,https://bulbapedia.bulbagarden.net/wiki/File:527Woobat.png
528, Swoobat,Swoobat,,Swoobat,,,528,,528 - Swoobat,034,Psychic,Flying,V - Unova,https://img.pokemondb.net/artwork/large/swoobat.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png,https://bulbapedia.bulbagarden.net/wiki/File:528Swoobat.png
529, Drilbur,Drilbur,,Drilbur,,,529,,529 - Drilbur,035,Ground,,V - Unova,https://img.pokemondb.net/artwork/large/drilbur.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png,https://bulbapedia.bulbagarden.net/wiki/File:529Drilbur.png
530, Excadrill,Excadrill,,Excadrill,,,530,,530 - Excadrill,036,Ground,Steel,V - Unova,https://img.pokemondb.net/artwork/large/excadrill.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png,https://bulbapedia.bulbagarden.net/wiki/File:530Excadrill.png
531, Audino,Audino,,Audino,,,531,,531 - Audino,037,Normal,,V - Unova,https://img.pokemondb.net/artwork/large/audino.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png,https://bulbapedia.bulbagarden.net/wiki/File:531Audino.png
531,Mega Audino,Audino Mega,,Audino,Mega,,531,,531 - Audino Mega,037,Normal,Fairy,V - Unova,https://img.pokemondb.net/artwork/large/audino-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png,https://bulbapedia.bulbagarden.net/wiki/File:531Audino-Mega.png
532, Timburr,Timburr,,Timburr,,,532,,532 - Timburr,038,Fighting,,V - Unova,https://img.pokemondb.net/artwork/large/timburr.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/532.png,https://bulbapedia.bulbagarden.net/wiki/File:532Timburr.png
533, Gurdurr,Gurdurr,,Gurdurr,,,533,,533 - Gurdurr,039,Fighting,,V - Unova,https://img.pokemondb.net/artwork/large/gurdurr.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/533.png,https://bulbapedia.bulbagarden.net/wiki/File:533Gurdurr.png
534, Conkeldurr,Conkeldurr,,Conkeldurr,,,534,,534 - Conkeldurr,040,Fighting,,V - Unova,https://img.pokemondb.net/artwork/large/conkeldurr.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png,https://bulbapedia.bulbagarden.net/wiki/File:534Conkeldurr.png
535, Tympole,Tympole,,Tympole,,,535,,535 - Tympole,041,Water,,V - Unova,https://img.pokemondb.net/artwork/large/tympole.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png,https://bulbapedia.bulbagarden.net/wiki/File:535Tympole.png
536, Palpitoad,Palpitoad,,Palpitoad,,,536,,536 - Palpitoad,042,Water,Ground,V - Unova,https://img.pokemondb.net/artwork/large/palpitoad.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png,https://bulbapedia.bulbagarden.net/wiki/File:536Palpitoad.png
537, Seismitoad,Seismitoad,,Seismitoad,,,537,,537 - Seismitoad,043,Water,Ground,V - Unova,https://img.pokemondb.net/artwork/large/seismitoad.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png,https://bulbapedia.bulbagarden.net/wiki/File:537Seismitoad.png
538, Throh,Throh,,Throh,,,538,,538 - Throh,044,Fighting,,V - Unova,https://img.pokemondb.net/artwork/large/throh.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png,https://bulbapedia.bulbagarden.net/wiki/File:538Throh.png
539, Sawk,Sawk,,Sawk,,,539,,539 - Sawk,045,Fighting,,V - Unova,https://img.pokemondb.net/artwork/large/sawk.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png,https://bulbapedia.bulbagarden.net/wiki/File:539Sawk.png
540, Sewaddle,Sewaddle,,Sewaddle,,,540,,540 - Sewaddle,046,Bug,Grass,V - Unova,https://img.pokemondb.net/artwork/large/sewaddle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png,https://bulbapedia.bulbagarden.net/wiki/File:540Sewaddle.png
541, Swadloon,Swadloon,,Swadloon,,,541,,541 - Swadloon,047,Bug,Grass,V - Unova,https://img.pokemondb.net/artwork/large/swadloon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png,https://bulbapedia.bulbagarden.net/wiki/File:541Swadloon.png
542, Leavanny,Leavanny,,Leavanny,,,542,,542 - Leavanny,048,Bug,Grass,V - Unova,https://img.pokemondb.net/artwork/large/leavanny.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png,https://bulbapedia.bulbagarden.net/wiki/File:542Leavanny.png
543, Venipede,Venipede,,Venipede,,,543,,543 - Venipede,049,Bug,Poison,V - Unova,https://img.pokemondb.net/artwork/large/venipede.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png,https://bulbapedia.bulbagarden.net/wiki/File:543Venipede.png
544, Whirlipede,Whirlipede,,Whirlipede,,,544,,544 - Whirlipede,050,Bug,Poison,V - Unova,https://img.pokemondb.net/artwork/large/whirlipede.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png,https://bulbapedia.bulbagarden.net/wiki/File:544Whirlipede.png
545, Scolipede,Scolipede,,Scolipede,,,545,,545 - Scolipede,051,Bug,Poison,V - Unova,https://img.pokemondb.net/artwork/large/scolipede.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png,https://bulbapedia.bulbagarden.net/wiki/File:545Scolipede.png
546, Cottonee,Cottonee,,Cottonee,,,546,,546 - Cottonee,052,Grass,Fairy,V - Unova,https://img.pokemondb.net/artwork/large/cottonee.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png,https://bulbapedia.bulbagarden.net/wiki/File:546Cottonee.png
547, Whimsicott,Whimsicott,,Whimsicott,,,547,,547 - Whimsicott,053,Grass,Fairy,V - Unova,https://img.pokemondb.net/artwork/large/whimsicott.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png,https://bulbapedia.bulbagarden.net/wiki/File:547Whimsicott.png
548, Petilil,Petilil,,Petilil,,,548,,548 - Petilil,054,Grass,,V - Unova,https://img.pokemondb.net/artwork/large/petilil.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png,https://bulbapedia.bulbagarden.net/wiki/File:548Petilil.png
549, Lilligant,Lilligant,,Lilligant,,,549,,549 - Lilligant,055,Grass,,V - Unova,https://img.pokemondb.net/artwork/large/lilligant.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png,https://bulbapedia.bulbagarden.net/wiki/File:549Lilligant.png
549,Hisuian Lilligant,Lilligant Hisui,,Lilligant,Hisui,,549,,549 - Lilligant Hisui,055,Grass,,V - Unova,https://img.pokemondb.net/artwork/large/lilligant-hisui.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png,https://bulbapedia.bulbagarden.net/wiki/File:549Lilligant-Hisui.png
550,Blue Striped Basculin,Basculin Blue Striped,,Basculin,Blue Striped,,550,,550 - Basculin Blue Striped,056,Water,,V - Unova,https://img.pokemondb.net/artwork/large/basculin-blue-striped.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,https://bulbapedia.bulbagarden.net/wiki/File:550Basculin-Blue.png
550,Red Striped Basculin,Basculin Red Striped,,Basculin,Red Striped,,550,,550 - Basculin Red Striped,056,Water,,V - Unova,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,https://bulbapedia.bulbagarden.net/wiki/File:550Basculin-Red.png
550,White Striped Basculin,Basculin White Striped,,Basculin,White Striped,,550,,550 - Basculin White Striped,056,Water,,V - Unova,https://img.pokemondb.net/artwork/large/basculin-white-striped.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,https://bulbapedia.bulbagarden.net/wiki/File:550Basculin-White.png
551, Sandile,Sandile,,Sandile,,,551,,551 - Sandile,057,Ground,Dark,V - Unova,https://img.pokemondb.net/artwork/large/sandile.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png,https://bulbapedia.bulbagarden.net/wiki/File:551Sandile.png
552, Krokorok,Krokorok,,Krokorok,,,552,,552 - Krokorok,058,Ground,Dark,V - Unova,https://img.pokemondb.net/artwork/large/krokorok.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png,https://bulbapedia.bulbagarden.net/wiki/File:552Krokorok.png
553, Krookodile,Krookodile,,Krookodile,,,553,,553 - Krookodile,059,Ground,Dark,V - Unova,https://img.pokemondb.net/artwork/large/krookodile.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png,https://bulbapedia.bulbagarden.net/wiki/File:553Krookodile.png
554, Darumaka,Darumaka,,Darumaka,,,554,,554 - Darumaka,060,Fire,,V - Unova,https://img.pokemondb.net/artwork/large/darumaka.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png,https://bulbapedia.bulbagarden.net/wiki/File:554Darumaka.png
554,Galarian Darumaka,Darumaka Galar,,Darumaka,Galar,,554,,554 - Darumaka Galar,060,Ice,,V - Unova,https://img.pokemondb.net/artwork/large/darumaka-galar.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png,https://bulbapedia.bulbagarden.net/wiki/File:554Darumaka-Galar.png
555,Galar Standard Darmanitan,Darmanitan Galar Standard,,Darmanitan,Galar Standard,,555,,555 - Darmanitan Galar Standard,061,Ice,,V - Unova,https://img.pokemondb.net/artwork/large/darmanitan-galar-standard.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,https://bulbapedia.bulbagarden.net/wiki/File:555Darmanitan-Galar-Standard.png
555,Galar Zen Darmanitan,Darmanitan Galar Zen,,Darmanitan,Galar Zen,,555,,555 - Darmanitan Galar Zen,061,Ice,Fire,V - Unova,https://img.pokemondb.net/artwork/large/darmanitan-galar-zen.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,https://bulbapedia.bulbagarden.net/wiki/File:555Darmanitan-Galar-Zen.png
555,Standard Darmanitan,Darmanitan Standard,,Darmanitan,Standard,,555,,555 - Darmanitan Standard,061,Fire,,V - Unova,https://img.pokemondb.net/artwork/large/darmanitan-standard.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,https://bulbapedia.bulbagarden.net/wiki/File:555Darmanitan-Standard.png
555,Zen Darmanitan,Darmanitan Zen,,Darmanitan,Zen,,555,,555 - Darmanitan Zen,061,Fire,Psychic,V - Unova,https://img.pokemondb.net/artwork/large/darmanitan-zen.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,https://bulbapedia.bulbagarden.net/wiki/File:555Darmanitan-Zen.png
556, Maractus,Maractus,,Maractus,,,556,,556 - Maractus,062,Grass,,V - Unova,https://img.pokemondb.net/artwork/large/maractus.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png,https://bulbapedia.bulbagarden.net/wiki/File:556Maractus.png
557, Dwebble,Dwebble,,Dwebble,,,557,,557 - Dwebble,063,Bug,Rock,V - Unova,https://img.pokemondb.net/artwork/large/dwebble.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png,https://bulbapedia.bulbagarden.net/wiki/File:557Dwebble.png
558, Crustle,Crustle,,Crustle,,,558,,558 - Crustle,064,Bug,Rock,V - Unova,https://img.pokemondb.net/artwork/large/crustle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png,https://bulbapedia.bulbagarden.net/wiki/File:558Crustle.png
559, Scraggy,Scraggy,,Scraggy,,,559,,559 - Scraggy,065,Dark,Fighting,V - Unova,https://img.pokemondb.net/artwork/large/scraggy.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png,https://bulbapedia.bulbagarden.net/wiki/File:559Scraggy.png
560, Scrafty,Scrafty,,Scrafty,,,560,,560 - Scrafty,066,Dark,Fighting,V - Unova,https://img.pokemondb.net/artwork/large/scrafty.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png,https://bulbapedia.bulbagarden.net/wiki/File:560Scrafty.png
561, Sigilyph,Sigilyph,,Sigilyph,,,561,,561 - Sigilyph,067,Psychic,Flying,V - Unova,https://img.pokemondb.net/artwork/large/sigilyph.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png,https://bulbapedia.bulbagarden.net/wiki/File:561Sigilyph.png
562, Yamask,Yamask,,Yamask,,,562,,562 - Yamask,068,Ghost,,V - Unova,https://img.pokemondb.net/artwork/large/yamask.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,https://bulbapedia.bulbagarden.net/wiki/File:562Yamask.png
562,Galarian Yamask,Yamask Galar,,Yamask,Galar,,562,,562 - Yamask Galar,068,Ground,Ghost,V - Unova,https://img.pokemondb.net/artwork/large/yamask-galar.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,https://bulbapedia.bulbagarden.net/wiki/File:562Yamask-Galar.png
563, Cofagrigus,Cofagrigus,,Cofagrigus,,,563,,563 - Cofagrigus,069,Ghost,,V - Unova,https://img.pokemondb.net/artwork/large/cofagrigus.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png,https://bulbapedia.bulbagarden.net/wiki/File:563Cofagrigus.png
564, Tirtouga,Tirtouga,,Tirtouga,,,564,,564 - Tirtouga,070,Water,Rock,V - Unova,https://img.pokemondb.net/artwork/large/tirtouga.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png,https://bulbapedia.bulbagarden.net/wiki/File:564Tirtouga.png
565, Carracosta,Carracosta,,Carracosta,,,565,,565 - Carracosta,071,Water,Rock,V - Unova,https://img.pokemondb.net/artwork/large/carracosta.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png,https://bulbapedia.bulbagarden.net/wiki/File:565Carracosta.png
566, Archen,Archen,,Archen,,,566,,566 - Archen,072,Rock,Flying,V - Unova,https://img.pokemondb.net/artwork/large/archen.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png,https://bulbapedia.bulbagarden.net/wiki/File:566Archen.png
567, Archeops,Archeops,,Archeops,,,567,,567 - Archeops,073,Rock,Flying,V - Unova,https://img.pokemondb.net/artwork/large/archeops.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png,https://bulbapedia.bulbagarden.net/wiki/File:567Archeops.png
568, Trubbish,Trubbish,,Trubbish,,,568,,568 - Trubbish,074,Poison,,V - Unova,https://img.pokemondb.net/artwork/large/trubbish.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png,https://bulbapedia.bulbagarden.net/wiki/File:568Trubbish.png
569, Garbodor,Garbodor,,Garbodor,,,569,,569 - Garbodor,075,Poison,,V - Unova,https://img.pokemondb.net/artwork/large/garbodor.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png,https://bulbapedia.bulbagarden.net/wiki/File:569Garbodor.png
569,Gigantamax Garbodor,Garbodor Gigantamax,,Garbodor,Gigantamax,,569,,569 - Garbodor Gigantamax,075,Poison,,V - Unova,https://img.pokemondb.net/artwork/large/garbodor-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png,https://bulbapedia.bulbagarden.net/wiki/File:569Garbodor-Gigantamax.png
